BASE_YM,CL_NM,TRRSRT_NM,TRRSRT_ADDR,SCORE_VALUE,MOP_CN,REGIST_DE
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,아이,20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,참여,20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"친절,사진,뽀로로,가족,음료",20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,추억,20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,체험,아이,그림,감상",20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"전시품,전시,사진",20230127
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"볼거리,다양",20230126
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,친구,20230123
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,관람객,20230123
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,아이,도마뱀,고흐,트릭아트",20230123
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"사진,아이",20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"고민,사진,그림,고흐,경험",20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"부모,아이",20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,그림,고흐,정원,이해",20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,감사,20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"카페,그림,고흐,시간,제주",20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"그림,설치,어플,사진",20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,사진,20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,사진,아이,사장,카페",20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"만족,도마뱀,고흐,생동감,작품",20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,사진,토끼,체험,먹이",20230120
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"추억,산책,인증,뽑기,동물",20230118
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"일등,입장,마련,추억,카페",20230118
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"시간,기대",20230117
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"카페,추천",20230116
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,코스,정도,코너,쿠폰",20230116
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"체험,사진",20230130
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"활용,파충류,동물,체험,기회",20230130
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"증강현실,설명,사진,구경,직원",20230130
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"입장,도마뱀,설명,추억,기대",20230130
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"한낮,실내,제주도,아이,방문",20230130
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"고흐,아이,정원",20230129
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"방울,아이,비누",20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,장소,사진,체험,볼거리",20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,흥미,체험,아이,그림",20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"색칠,파충류,친절,체험",20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"그림,정원",20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,참여,20230127
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"친절,사진,뽀로로,가족,음료",20230127
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,추억,20230126
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,체험,아이,그림,감상",20230123
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"여행,친절,설명,매표,엄마",20230123
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"전시품,전시,사진",20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"볼거리,다양",20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,친구,20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,관람객,20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,아이,도마뱀,고흐,트릭아트",20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"사진,아이",20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"고민,사진,그림,고흐,경험",20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"부모,아이",20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,그림,고흐,정원,이해",20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,감사,20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"카페,그림,고흐,시간,제주",20230120
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"그림,설치,어플,사진",20230119
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,사진,20230118
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,사진,아이,사장,카페",20230118
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"만족,도마뱀,고흐,생동감,작품",20230117
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,사진,토끼,체험,먹이",20230116
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"추억,산책,인증,뽑기,동물",20230116
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"일등,입장,마련,추억,카페",20230116
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"시간,기대",20230115
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"카페,추천",20230114
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,코스,정도,코너,쿠폰",20230114
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,구경,20230114
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"여행,가족,기분,커피",20230112
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"구매,장소,사진,방문,경험",20230112
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"입장,체험,설명",20230111
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"박물관,체험,유일,아이",20230111
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"시간,구매,아들,아쿠아리움,발걸음",20230130
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"사진,미술관,가족,선물,뽑기",20230130
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,설명,영상,의미,체험",20230130
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"친절,설명,방문,체험,편안",20230130
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"증강현실,설명,사진,구경,직원",20230129
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"입장,도마뱀,설명,추억,기대",20230129
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"한낮,실내,제주도,아이,방문",20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"체험,이색",20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"고흐,아이,정원",20230128
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,흥미,체험,아이,그림",20230127
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"색칠,파충류,친절,체험",20230127
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"그림,정원",20230126
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,아이,20230123
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,참여,20230123
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"친절,사진,뽀로로,가족,음료",20230123
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,추억,20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,체험,아이,그림,감상",20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"여행,친절,설명,매표,엄마",20230122
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"볼거리,다양",20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,친구,20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,관람객,20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,아이,도마뱀,고흐,트릭아트",20230121
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"고민,사진,그림,고흐,경험",20230120
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"부모,아이",20230119
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,그림,고흐,정원,이해",20230118
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,감사,20230118
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"카페,그림,고흐,시간,제주",20230117
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"그림,설치,어플,사진",20230116
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,사진,20230116
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,사진,아이,사장,카페",20230116
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"만족,도마뱀,고흐,생동감,작품",20230116
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"파충류,사진,토끼,체험,먹이",20230115
202301,공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,0,"추억,산책,인증,뽑기,동물",20230114
